"","V1","V2","V3","V4","V5","V6","headline","date","url","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51"
"1396","USA","Coronavirus","Donald Trump","Joe Biden","New Jersey","Verfassungsgericht","yes","2020-10-06T05:32:19.272412+00:00","http://xml.zeit.de/politik/ausland/2020-10/donald-trump-corona-pandemie-usa-infektion-superspreader-us-wahl-5vor8","First Lady","Demokratie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1397","Berlin-Mitte","Schleswig-Holstein","BundeslÃ¤nder","Covid-19","SchutzmaÃŸnahme","Pandemie","no","2020-10-06T07:10:24.393725+00:00","http://xml.zeit.de/politik/deutschland/2020-10/corona-regeln-deutschland-bundesland-risikogebiet","Coronavirus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1398","Coronavirus","Wirtschaftskrise","Coaching","EntfÃ¼hrung","Burn-out","Unternehmen","no","2020-10-09T09:07:16.808441+00:00","http://xml.zeit.de/zeit-fuer-unternehmer/2020/03/marc-wallert-entfuehrung-resilienz-widerstandskraft-krisen-trainer-autor","Resilienz","Marc Wallert","Sipadan","Abu Sayyaf","Ostersonntag",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1399","Coronavirus","Donald Trump","US-Wahl","Virus","USA","WeiÃŸes Haus","yes","2020-10-06T04:25:50.798368+00:00","http://xml.zeit.de/politik/ausland/2020-10/donald-trump-coronavirus-erkrankung-usa-krankenhaus-entlassung","Twitter","Helikopter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1400","US-PrÃ¤sident","Donald Trump","Coronavirus","Krankenhaus","WeiÃŸes Haus","Kamala Harris","yes","2020-10-06T07:14:24.846822+00:00","http://xml.zeit.de/politik/ausland/2020-10/us-praesident-donald-trump-krankenhaus-entlassung-coronavirus","Joe Biden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1401","Donald Trump","Coronavirus","Joe Biden","Sean Conley",NA,NA,"yes","2020-10-06T06:56:19.395070+00:00","http://xml.zeit.de/politik/ausland/2020-10/coronavirus-trump-kuendigt-an-krankenhaus-noch-am-montag-zu-verlassen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1402","Coronavirus","Wolfgang SchÃ¤uble","Berlin","Bundestag","Bundesregierung","Mundschutz","no","2020-10-05T17:36:17.439832+00:00","http://xml.zeit.de/politik/deutschland/2020-10/corona-massnahme-maskenpflicht-bundestag-wolfgang-schaeuble","Kay Nietfeld","Maskenpflicht","Neuinfektion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1403","USA","Coronavirus","Infektion","Donald Trump","Washington","US-Regierung","Politik Ausland","2020-10-05T16:10:14.211504+00:00","http://xml.zeit.de/politik/ausland/2020-10/kayleigh-mcenany-corona-infektion-donald-trump-weisses-haus","Kayleigh Mcenany","Alex Brandon","Umfeld",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1404","Coronavirus","Protest","Mundschutz","Social Distancing","Rechtsextremismus","Demonstration","yes","2020-10-05T18:10:23.500506+00:00","http://xml.zeit.de/kultur/2020-10/anti-corona-demos-querdenker-deuter-rucksaecke","Deutschland","Gersthofen","Rucksack","Schutzmaske",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1405","Coronavirus","Mundschutz","Social Distancing","Jens Spahn","Berlin","CDU","yes","2020-10-05T15:23:26.695793+00:00","http://xml.zeit.de/politik/deutschland/2020-10/jens-spahn-corona-regeln-berlin-maskenpflicht-partys","Bremen","Infektionslage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1406","Donald Trump","Coronavirus","Florida","USA","Seniorenwohnanlage","Wahlkampf","yes","2020-10-05T13:09:54.126686+00:00","http://xml.zeit.de/politik/ausland/2020-10/us-praesident-donald-trump-coronavirus-florida-republikaner-the-villages","US Wahlkampf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1407","Coronavirus","SelbststÃ¤ndigkeit","Hartz IV","YouTube","Jodeln","Singen","yes","2020-10-05T12:36:40.442573+00:00","http://xml.zeit.de/zeit-magazin/2020/41/jodellehrerin-ursula-scribano-rettung","Videokonferenz","Ursula Scribano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1408","Coronavirus","Infektion","TÃ¶nnies","Fleisch","Niedersachsen","Arbeitsbedingung","no","2020-10-05T12:02:33.128095+00:00","http://xml.zeit.de/gesellschaft/zeitgeschehen/2020-10/toennies-fleischindustrie-coronavirus-soegel-ausbruch-schlachthof","SÃ¶gel","Landkreis Emsland","Weidemark","Schlachthof","Fleischwaren",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1409","Coronavirus","Infektion","Schule","Unterricht","Digitalisierung","Ties Rabe","yes","2020-10-15T02:31:07.345390+00:00","http://xml.zeit.de/2020/40/ties-rabe-schule-corona-hamburg-unterricht-digitalisierung","Winterhude","Hamburg","PrÃ¤senzunterricht","SchulÃ¶ffnung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1410","Coronavirus","Pandemie","Onlinehandel","Warenhaus","Krise","Bekleidung","Wirtschaft Unternehmen","2020-10-05T09:40:51.164005+00:00","http://xml.zeit.de/wirtschaft/unternehmen/2020-10/onlinehandel-einzelhandel-coronavirus-geschaefte-schliessungen-warenhaeuser",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1411","Coronavirus","Achtsamkeit","Lebensstil","Garten","Pandemie","Design","zeit-magazin mode-design","2020-09-30T14:52:05.120471+00:00","http://xml.zeit.de/zeit-magazin/2020/41/wohnen-corona-rueckzugsort-garten-meditation-kreativitaet-design","KreativitÃ¤t","Wohnen","Zuhausesein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1412","Coronavirus","Achtsamkeit","Lebensstil","Garten","Pandemie","Design","zeit-magazin mode-design","2020-09-30T14:52:05.120471+00:00","http://xml.zeit.de/entdecken/reisen/2020-10/risikogebiete-reisebeschraenkungen-deutschland-reisen-coronavirus-karl-lauterbach-spd","KreativitÃ¤t","Wohnen","Zuhausesein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1413","Coronavirus","Kurzarbeit","Metallindustrie","Krise","Metall",NA,"yes","2020-10-05T08:33:40.607521+00:00","http://xml.zeit.de/wirtschaft/2020-10/corona-krise-kurzarbeit-metallarbeiter-ifo-institut-arbeitnehmer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1414","Fleisch","Nordrhein-Westfalen","Niedersachsen","TÃ¶nnies","Coronavirus","Schlachtbetrieb","no","2020-10-05T08:27:31.778691+00:00","http://xml.zeit.de/wirtschaft/2020-10/schweinebauer-schlachthoefe-coronavirus-schweinestau-landwirte-fleischindustrie","Schlachthof",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1415","Coronavirus","USA","Donald Trump","US-PrÃ¤sident","Krankenhaus","Ansteckung","yes","2020-10-05T08:06:54.556541+00:00","http://xml.zeit.de/politik/ausland/2020-10/us-praesident-donald-trump-usa-coronavirus-anhaenger-wahlkampf","Hope Hicks","Golfclub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1416","Coronavirus","USA","Jackson Pollock","Andy Warhol","Klaus Schwab","New York","yes","2020-10-05T05:48:16.560070+00:00","http://xml.zeit.de/politik/ausland/2020-10/corona-usa-ungleichheit-kultur-museen-kunst-reiche-ausverkauf","Baltimore","Christie's","Pandemie","Oligarch","Arbeitslosenquote",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1417","Coronavirus","RKI","Covid-19","Todesfall",NA,NA,"no","2020-10-05T07:44:05.116603+00:00","http://xml.zeit.de/wissen/gesundheit/2020-10/coronavirus-rki-infektionen-zahl-deutschland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1418","Donald Trump","Coronavirus","US-Wahl","USA",NA,NA,"yes","2020-10-05T05:16:13.850114+00:00","http://xml.zeit.de/politik/ausland/2020-10/donald-trump-corona-informationen-vertrauen-usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1419","Coronavirus",NA,NA,NA,NA,NA,"2020-10-05T06:22:07.520467+00:00","no","http://xml.zeit.de/politik/2020-10/donald-trump-corona-infektion-us-wahl-vertrauenskrise-nachrichtenpodcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1420","Kinderbetreuung","Coronavirus","Vereinbarkeit von Familie und Beruf","SolidaritÃ¤t","Eltern","Teamarbeit","no","2020-10-19T07:44:28.534209+00:00","http://xml.zeit.de/arbeit/2020-09/teamarbeit-kinderbetreuung-coronavirus-care-arbeit-bezahlung-homeoffice","Homeoffice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1421","Coronavirus","Hochschule","Digitalisierung","Studentenleben","Vorlesung","HÃ¶rsaal","no","yes","http://xml.zeit.de/campus/2020/05/virtuelles-studium-tipps-vorlesung-lernen-referate","Referat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1422","Coronavirus","Reisen","Pandemie","Thailand","Peru","Namibia","online_ir_import_153454","yes","http://xml.zeit.de/2020/41/reisen-corona-indien-israel-namibia-peru-thailand-fernweh","Israel","Indien","Fernweh","Urlaub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1423","Coronavirus","Krankenkasse","Krankheit","Home Office","AOK","TKK","yes","2020-10-04T13:09:36.158241+00:00","http://xml.zeit.de/wirtschaft/2020-10/krankenkassen-krankmeldungen-corona-krise-zahl-gesunken-wido-tk","Krankschreibung","WamS","Krankmeldung","Krise","Homeoffice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1424","Berlin","Coronavirus","Schleswig-Holstein","QuarantÃ¤ne","Reisen","Kreuzberg","no","2020-10-04T12:47:39.260884+00:00","http://xml.zeit.de/wissen/gesundheit/2020-10/corona-hotspot-friedrichshain-kreuzberg-risikogebiet-schleswig-holstein-berlin-bezirke","Berlin-Mitte","Friedrichshain-Kreuzberg","Schleswig","Holstein","Risikogebiet","Inland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1425","Impfstoff","Pandemie","Coronavirus","Impfkommission","Coronaregel","STIKO","yes","2020-10-05T11:14:03.201911+00:00","http://xml.zeit.de/wissen/gesundheit/2020-10/corona-pandemie-impfkommission-impfstoff-zulassung-verfuegbarkeit-warnung-erwartungen-stiko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1426","Sabine Leutheusser-Schnarrenberger","FDP","Christian Lindner","Coronavirus","Sexismus","Volker Wissing","yes","2020-10-04T10:07:53.236316+00:00","http://xml.zeit.de/politik/deutschland/2020-10/sabine-leutheusser-schnarrenberger-fdp-christian-lindner-sexismus","Regierungschance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1427","Infektion","US-Wahl","Donald Trump","US-PrÃ¤sident","Coronavirus","US Wahlkampf","no","2020-10-04T10:02:45.272579+00:00","http://xml.zeit.de/politik/ausland/2020-10/us-praesident-donald-trump-coronavirus-republikaner-us-wahl","USA","Republikaner (USA)","Sean Conley","Mark Meadows","Amy Coney Barrett","Melania Trump",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1428","Coronavirus","Schule","Unterricht","Digitalisierung","Soziale Ungleichheit","Indien","yes","2020-10-04T09:21:51.176129+00:00","http://xml.zeit.de/2020/41/schule-corona-chancengleichheit-digitalisierung-indien-usa-spanien","USA","Spanien",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1429","Kultusministerium","Coronavirus","Lehrer","SchÃ¼ler","Schule","QuarantÃ¤ne","no","2020-10-04T11:06:48.764442+00:00","http://xml.zeit.de/gesellschaft/schule/2020-10/coronavirus-schulen-offen-regelbetrieb-herbstferien-schulschliessungen","SchulschlieÃŸung","Herbstferien",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1430","Coronavirus","US-Wahl","Mike Pence","Donald Trump","Joe Biden","USA","yes","yes","http://xml.zeit.de/politik/ausland/2020-10/corona-infektion-donald-trump-vertretung-us-praesident-wahlkampf","PrÃ¤sidentschaftswahl","Infektion","Wahlkampf","US Wahlkampf","First Lady","Virus","Krise",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1431","Donald Trump","Coronavirus","Infektion","Krankenhaus","US-Wahl","US Wahlkampf","yes","2020-10-04T10:49:08.242880+00:00","http://xml.zeit.de/politik/ausland/2020-10/donald-trump-praesident-coronavirus-krankheit","Mike Pence","Sean Conley","Krankheit","Mark Meadows","Kamala Harris","Joe Biden","Washington","Covid-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1432","Pandemie","Coronavirus","CDU","Virus","Intensivstation","Helge Braun","yes","2020-10-07T08:57:54.679378+00:00","http://xml.zeit.de/2020/41/corona-pandemie-helge-braun-cdu-infektionszahlen-winter","Angela Merkel","Thomas de MaiziÃ¨re","Deutschland","CharitÃ©","Weihnachten","Kanzleramt","Auto","Krise",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1433","US-Senat","Coronavirus","Infektion","US Supreme Court","Supreme Court","Donald Trump","Politik Ausland","2020-10-03T15:21:08.400187+00:00","http://xml.zeit.de/politik/ausland/2020-10/usa-corona-infektion-donald-trump-senatoren-positiv-getestet-republikaner","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1434","Coronavirus","BuÃŸgeld","Pandemie","MÃ¼nchen","Bayern","Covid-19","yes","2020-10-03T22:54:36.837941+00:00","http://xml.zeit.de/wissen/gesundheit/2020-10/bussgeld-verfahren-verstoss-corona-massnahmen","Hamburg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1435","Benjamin Netanjahu","Israel","Tel Aviv","Coronavirus","Protest","Korruptionsvorwurf","yes","2020-10-04T08:28:19.275844+00:00","http://xml.zeit.de/politik/ausland/2020-10/proteste-tel-aviv-israel-netanjahu","Demonstration","Jerusalem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1436","Jens Spahn","JÃ¶rg Carstensen","Berlin","BMG","CDU","Deutscher Bundestag","no","2020-10-04T05:43:36.620338+00:00","http://xml.zeit.de/politik/deutschland/2020-10/coronavirus-jens-spahn-coronatest-pflegeheim","Coronatest","Pflegeheim","Coronavirus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1437","Coronavirus","Infektion","Donald Trump","Krankenhaus","US-Wahl","USA","Politik Ausland","2020-10-03T16:15:30.730070+00:00","http://xml.zeit.de/politik/ausland/2020-10/donald-trump-us-praesident-aerzte-klinik-walter-reed","Erkrankung","Krankheitsverlauf","US Wahlkampf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1438","Marseille","Coronavirus","Frankreich","Emmanuel Macron","Shutdown","Virus","no","2020-10-03T16:56:13.942341+00:00","http://xml.zeit.de/2020/41/marseille-frankreich-lockdown-coronavirus-michele-rubirola-emmanuel-macron","Paris","Rebellion","Anweisung","Sommer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1439","Kanarische Inseln","Coronavirus","Reisen","Spanien","TUI","Fuerteventura","yes","2020-10-03T13:58:42.575698+00:00","http://xml.zeit.de/gesellschaft/zeitgeschehen/2020-10/fuerteventura-tourismus-urlaub-coronavirus-reisen-tui-spanien-insel-hotelier","Reisewarnung","Hugo Toral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1440","Verbot","Rechtsextremismus","Berlin","Demonstration","Coronavirus",NA,"Instagram","2020-09-30T14:52:28.221751+00:00","http://xml.zeit.de/2020/41/corona-demonstration-berlin-rechtsextremismus-verbot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1441","Joachim Jumpertz","Coronavirus","Demonstration","Rechtsextremismus","Logistik","Wirtschaftskrise","yes","2020-10-03T15:18:33.156866+00:00","http://xml.zeit.de/politik/deutschland/2020-10/querdenken-honk-for-hope-reisebusse-corona-demo","Honk","Querdenken","Protestbewegung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1442","Coronavirus","Garmisch-Partenkirchen","Covid-19","Bayern","Rekonstruktion","Virus","Wissen Gesundheit;Z+ Schwede;Z+ Archiv","2020-09-30T14:52:36.590772+00:00","http://xml.zeit.de/2020/41/corona-garmisch-partenkirchen-superspreaderin-infektionsgeschehen","Sommer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1443","Berlin","Coronavirus","Clubszene","Neuinfektion","Party","Dancefloor","yes","2020-10-03T14:46:48.674869+00:00","http://xml.zeit.de/campus/2020-10/berlin-clubszene-coronavirus-katharin-ahrend-clubkommission-neuinfektionen-massnahmen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1444","Moria","Krisenzeit","Pandemie","Coronavirus","Botho StrauÃŸ","Susan Sontag","yes","2020-10-03T09:03:45.875376+00:00","http://xml.zeit.de/2020/41/krisenzeiten-moria-corona-pandemie-afrika-rauchen-aufhoeren","Afrika",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1445","Infektion","RKI","Coronavirus","Pandemie","Neuinfektion","Deutschland","no","2020-10-03T11:36:58.332276+00:00","http://xml.zeit.de/wissen/gesundheit/2020-10/robert-koch-institut-coronavirus-neu-infektionen-zahl-deutschland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1446","Donald Trump","Medikament","Coronavirus","Infektion","First Lady","Behandlung","yes","2020-10-03T09:22:26.597216+00:00","http://xml.zeit.de/politik/ausland/2020-10/donald-trump-corona-infektion-remdesivir-walter-reed-krankenhaus","Washington","Pharmafirma","Wahlkampf","Covid-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
