"","V1","V2","V3","V4","V5","V6","headline","date","url","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51"
"5069","Coronavirus","Pandemie","Digitalisierung","Ausgangssperre","Demokratie","QuarantÃ¤ne","no","2020-05-29T08:20:55.297773+00:00","http://xml.zeit.de/wissen/2020-04/corona-pandemie-ausgangssperren-demokratie-staat-freiheit-alfred-nordmann","App","BÃ¼rgerrechte","Hackathon","Infektionsschutz","Coronapandemie","Coronakrise","Covid-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5070","Evangelische Kirche","Ostern","Social Distancing","Coronavirus","Kontaktverbot","Infektionsschutz","no","2020-08-14T09:58:10.334043+00:00","http://xml.zeit.de/arbeit/2020-04/pfarrer-kirche-coronavirus-beerdigung-ostern-gottesdienstverbot-infektionsschutz","Seelsorge","Gottesdienstverbot","Gottesdienst","Beerdingung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5071","QuarantÃ¤ne","Social Distancing","Psychologie","Coronavirus","Therapie","Covid-19","Kultur;KulturUndGesellschaft","2020-04-12T13:22:56.107909+00:00","http://xml.zeit.de/2020/16/therapie-coronavirus-social-distancing-lagerkoller-psychologie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5072","Ostern","Religionsfreiheit","Grundrecht","Kirche","Coronavirus","Osterfest","no","2020-04-12T13:27:26.729082+00:00","http://xml.zeit.de/gesellschaft/2020-04/osterfest-corona-krise-massnahmen-buergerrechte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5073","TÃ¼rkei","Coronavirus","Recep Tayyip Erdogan","Istanbul","Ausgangssperre","Kommunalwahl","yes","2020-04-12T14:23:15.278531+00:00","http://xml.zeit.de/politik/ausland/2020-04/ausgangssperre-tuerkei-istanbul-erdogan-politische-gegner-coronavirus","SchlÃ¤gerei","Hamsterkauf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5074","Viktor OrbÃ¡n","Ungarn","EuropÃ¤ische Union","Coronavirus","Gesundheitssystem","Pressefreiheit","yes","2020-04-12T12:50:32.645960+00:00","http://xml.zeit.de/politik/ausland/2020-04/viktor-orban-corona-krise-ungarn-notstandsgesetz","Krankenhaus","Pandemie","Falschmeldung","Migrant","Druckmittel","Notstandsgesetz","Covid-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5075","Coronavirus","Ã–konomie","Wirtschaftspolitik","Ausnahmezustand","Virus","Pandemie","no","2020-04-12T11:58:38.053001+00:00","http://xml.zeit.de/kultur/2020-04/corona-krise-sozialer-zusammenhalt-ausnahmezustand","soziale Ungleichheit","GemeinschaftsgefÃ¼hl","Systemrelevanz","Covid-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5076","Seenotrettung","QuarantÃ¤ne","Coronavirus","Migration","Libyen","Italien","no","2020-04-12T11:39:31.582642+00:00","http://xml.zeit.de/gesellschaft/zeitgeschehen/2020-04/alan-kurdi-rettungsschiff-quarantaene-coronavirus","FlÃ¼chtling","Alan Kurdi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5077","Coronavirus","Gesundheitssystem","Epidemie","Impfung","Tropenmediziner",NA,"yes","2020-04-12T15:16:43.723974+00:00","http://xml.zeit.de/wissen/gesundheit/2020-04/immunitaet-dunkelziffer-coronavirus-kohorten-studie-covid-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5078","Coronavirus","Jim Chano","Dennis Kelleher","Frankreich","Belgien","Griechenland","yes","2020-04-07T14:50:03.626522+00:00","http://xml.zeit.de/2020/16/boersenmarkt-corona-krise-spekulation-absturz","Italien","SAP","Deutsche Lufthansa","Enron","Lehman Brothers","ZEIT","Bridgewater Associates","Reuters","Madrider BÃ¶rse","Leerverkauf","Shortseller","Absturz","Erholung","Private Altersvorsorge","Krise",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5079","Coronavirus","Social Distancing","Evangelische Kirche","Digitalisierung","YouTube","Ostern","yes","2020-04-09T06:00:06.997731+00:00","http://xml.zeit.de/2020/16/evangelische-kirche-internet-corona-krise-gottesdienst","Streaming","Kontaktsperre","Gottesdienst","Predigt","Systemrelevanz","Gottesdienstverbot","EKD","Deutschland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5080","Coronavirus","FlÃ¼chtling","TÃ¼rkei","Griechenland","EuropÃ¤ische Union","Lesbos","no","2020-04-12T09:55:22.819177+00:00","http://xml.zeit.de/politik/ausland/2020-04/fluechtlingspakt-tuerkei-migrantenrueckfuehrung-griechenland-coronavirus","Migration","FlÃ¼chtlingspolitik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5081","Joggen","Laufen","Social Distancing","QuarantÃ¤ne","Gesundheit","Coronavirus","yes","no","http://xml.zeit.de/2020/16/laufsport-joggen-gesundheit-kontaktsperre-coronavirus","Spaziergang","Kontaktsperre","Laufsport","Covid-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5082","Coronavirus","Karstadt","Immobilienmarkt","Unternehmen","GALERIA Kaufhof","RenÃ© Benko","yes","2020-04-12T05:44:12.913102+00:00","http://xml.zeit.de/wirtschaft/2020-04/rene-benko-galeria-karstadt-kaufhof-schutzschirm","Schutzschirm","Signa Prime",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5083","Coronavirus","Pandemie","Social Distancing","Ostern","Lausitz","Rom","Gesellschaft Zeitgeschehen","2020-04-12T05:25:19.262683+00:00","http://xml.zeit.de/gesellschaft/zeitgeschehen/2020-04/osterfest-coronavirus-europaweit-rom-sevilla-lausitz","Europa","Sevilla","Kontaktverbot","Familie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5084","Julian Assange","WikiLeaks","USA","Chelsea Manning","Coronavirus",NA,"yes","2020-04-12T03:25:06.485842+00:00","http://xml.zeit.de/politik/ausland/2020-04/anwaeltin-julian-assange-enthuellt-heimliche-liebesbeziehung-soehne-fordert-freilassung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5085","Coronavirus","Israel","Benjamin Netanjahu","Korruption","Benny Gantz",NA,"yes","2020-04-12T00:30:25.493511+00:00","http://xml.zeit.de/politik/ausland/2020-04/israel-koalition-benny-gantz-benjamin-netanjahu-corona-krise",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5086","Coronavirus","Ausnahmezustand","Brandenburg","Polen","ReisebeschrÃ¤nkung","Grenzkontrolle","no","2020-04-11T18:44:37.014822+00:00","http://xml.zeit.de/gesellschaft/2020-04/reisebeschraenkungen-grenzkontrollen-coronavirus-brandenburg-polen","AusgangsbeschrÃ¤nkung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5087","Coronavirus","Olaf Scholz","Elbe","China","Altona","Panama","yes","yes","http://xml.zeit.de/2020/16/kontaktsperre-deutschland-coronavirus-social-distancing","Computer","MÃ¶bel","Virus","S-Bahn","Covid-19","Auto","Krise","Familie","Homeoffice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5088","Coronavirus","Schleswig-Holstein","Social Distancing","Einreiseverbot","Infektionsschutzgesetz","Hamburg","no","2020-04-12T03:51:52.517569+00:00","http://xml.zeit.de/hamburg/2020-04/hamburg-schleswig-holstein-coronavirus-infektionsschutzgesetz-einreiseverbot","Kontaktverbot","AusgangsbeschrÃ¤nkung","Infektionsschutz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5089","Katholische Kirche","Ostern","Coronavirus","Social Distancing","Karfreitag","Brauch","yes","2020-04-07T14:49:25.376698+00:00","http://xml.zeit.de/2020/16/osterbraeuche-corona-krise-kirchenschliessung-osterlieder-gebete","GemeinschaftsgefÃ¼hl","Gottesdienstverbot","Kontaktverbot","Gebet","Osterlied","Gottesdienst","Osternacht",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5090","Coronavirus","Zukunftsvision","Europa","Pandemie","Wirtschaftskrise","Geschichte","no","2020-04-14T07:54:15.803350+00:00","http://xml.zeit.de/kultur/2020-04/europa-coronavirus-wirtschaftskrise-verschuldung-zukunft-geschichte","Demokratie","Philipp Ther","Chancengleichheit","Covid-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5091","RKI","Coronavirus","App","Datenschutz","Bluetooth","Pandemie","yes","2020-04-11T17:37:29.040801+00:00","http://xml.zeit.de/digital/datenschutz/2020-04/corona-app-tracking-handydaten-bluetooth-datenschutz","Virus","Handydaten","Tracking","Covid-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5092","Coronavirus","Flugverkehr","Luftverkehr","Airline","Deutsche Lufthansa","Kurzarbeit","no","2020-04-11T16:33:02.367074+00:00","http://xml.zeit.de/wirtschaft/unternehmen/2020-04/fluglinie-coronavirus-flugverkehr-lufthansa","Pandemie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5093","Coronavirus","Beziehung","Partnerschaft","Ostern","Social Distancing","SexualitÃ¤t","no","2020-04-11T16:05:34.363706+00:00","http://xml.zeit.de/wissen/gesundheit/2020-04/beziehungskrisen-paare-naehe-konflikte-coronavirus-sexpodcast","QuarantÃ¤ne","HÃ¤usliche Gewalt","Konflikt","Streit","Beziehungskrise",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5094","Coronavirus","Infektion","SÃ¼dkorea","China","ImmunitÃ¤t","Genesung","no","2020-04-11T15:51:22.256191+00:00","http://xml.zeit.de/wissen/gesundheit/2020-04/immunitaet-genesung-coronavirus-covid-19-neuinfektionen-korea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5095","Coronavirus","Frank-Walter Steinmeier","BundesprÃ¤sident","Europa","Sergio Mattarella","Italien","yes","2020-04-11T15:08:38.759469+00:00","http://xml.zeit.de/politik/deutschland/2020-04/frank-walter-steinmeier-bundespraesident-corona-krise-solidaritaet","SPD","SolidaritÃ¤t","Pandemie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5096","Coronavirus","Epidemie","Markus SÃ¶der","Woodrow Wilson","Gerhard SchrÃ¶der","Krisenpolitik","no","2020-04-11T14:20:09.677146+00:00","http://xml.zeit.de/politik/deutschland/2020-04/corona-krise-politik-waehler-haie","Wahlkampf","Inszenierung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5097","Coronavirus","Gesundheitssystem","Pandemie","Intensivstation","Ostern","Frankreich","no","2020-04-11T13:44:37.261241+00:00","http://xml.zeit.de/wissen/gesundheit/2020-04/jean-rottner-frankreich-elsass-coronavirus-grand-est",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5098","Coronavirus","Homeoffice","Kosmetik","Kontaktverbot","Frisur",NA,"no","2020-08-27T15:01:18.886730+00:00","http://xml.zeit.de/zeit-magazin/leben/2020-04/haarschnitt-coronavirus-kontaktverbot-friseur",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5099","Coronavirus","Heinsberg","Gesundheitssystem","Forschung","Armin Laschet","Hendrik Streeck","no","2020-04-11T11:09:42.815945+00:00","http://xml.zeit.de/politik/deutschland/2020-04/heinsberg-studie-hendrik-streeck-storymachine-armin-laschet","Epidemiologie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5100","Laufen","Joggen","Fitness","Sportler","Gesundheit","QuarantÃ¤ne","yes","2020-04-07T14:51:08.148707+00:00","http://xml.zeit.de/2020/16/jogger-corona-krise-fitness-realitsaetsflucht-gesundheit","Coronavirus","Wahrnehmung","RealitÃ¤tsflucht",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5101","Coronavirus","Gesundheitssystem","Infektion","Boris Johnson","Intensivstation","Risikogruppe","no","2020-04-11T10:59:57.611472+00:00","http://xml.zeit.de/wissen/gesundheit/2020-04/gefaehrdete-altersgruppen-covid-19-boris-johnson","Altersgruppe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5102","Coronavirus","Ausnahmezustand","Pandemie","Adam Smith","Neoliberalismus","GroÃŸbritannien","no","2020-04-11T08:24:08.645602+00:00","http://xml.zeit.de/kultur/2020-04/systemrelevanz-berufe-angst-freiheit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5103","Coronavirus","Wirtschaftskrise","Verbraucherschutz","Geldanlage","Hilfspaket",NA,"no","2020-04-11T09:16:23.168031+00:00","http://xml.zeit.de/wirtschaft/geldanlage/2020-04/geldanlage-stundung-bank-corona-kredit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5104","Corona","Coronavirus","QuarantÃ¤ne","Ãœberwachung","Virus","Pandemie","Gesellschaft Zeitgeschehen;Investigativ","2020-04-11T07:32:04.172410+00:00","http://xml.zeit.de/gesellschaft/zeitgeschehen/2020-04/coronavirus-infizierte-quarantaene-ueberwachung-infektionsschutz","Infektionsschutzgesetz","AusgangsbeschrÃ¤nkung","Kontaktsperre","Polizei","Infektionsschutz","Infizierte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5105","Wirtschaftskrise","Unternehmen","Commerzbank","Coronavirus","Kreditvergabe","Spekulation","Wirtschaft","2020-04-14T08:50:25.873012+00:00","http://xml.zeit.de/2020/16/staatliche-unterstuetzung-coronavirus-kredite-missbrauch-spekulation","Finanzierung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5106","Social Distancing","Virus","Coronavirus","Pandemie","Friseursalon","Kontaktverbot","zeit-magazin leben;Z+ Archiv","2020-08-27T14:59:06.289339+00:00","http://xml.zeit.de/zeit-magazin/2020/16/friseursalons-geschlossen-coronavirus-gesellschaftskritik","Haarschnitt","Coronakrise","Covid-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5107","Landwirtschaft","Spargel","Ernte","Coronavirus",NA,NA,"no","2020-04-11T05:06:12.387124+00:00","http://xml.zeit.de/arbeit/2020-04/erntehelfer-osteuropa-coronavirus-krise-ernte-deutschland-spargel-gemuese",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5108","Fisch","Coronavirus","MÃ¶nchengladbach","Angeln","Friedhelm Zilian",NA,"no","2020-04-10T19:06:28.131907+00:00","http://xml.zeit.de/sport/2020-04/angeln-angelsport-coronavirus-krise-ausgangsbeschraenkungen-kontaktverbot-moenchengladbach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5109","Sterben","Coronavirus","Verarbeitung","Todesfall","Trauerfall","Lebensende","no","2020-04-10T19:48:03.457997+00:00","http://xml.zeit.de/kultur/literatur/freitext/trauer-lebensende-tod-sterben-verarbeitung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5110","Wirtschaftspolitik","Neoliberalismus","Kapitalismus","Gesundheitssystem","Coronavirus","Pandemie","yes","2020-04-15T08:06:56.151619+00:00","http://xml.zeit.de/kultur/2020-04/neoliberalismus-krisen-kapitalismus-coronavirus-politik","Finanzierung","Covid-19","Krise",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5111","Wirtschaftskrise","Rezession","Coronavirus","Sting","Bodensee","St. Gallen","no","2020-04-10T17:14:53.463024+00:00","http://xml.zeit.de/wirtschaft/2020-04/coronavirus-wirtschaft-management-unsicherheit","China","Lieferkette","Krise",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5112","Coronavirus","Wirtschaftskrise","Unternehmen","Bundesregierung","Pandemie","Insolvenz","yes","yes","http://xml.zeit.de/2020/16/wirtschaftskrise-coronavirus-unternehmen-staatshilfe-insolvenz","Carsten Schneider","Olaf Scholz","Karstadt","Condor Flugdienst","Hilfspaket",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5113","OPEC","Ã–lpreis","Russland","Saudi-Arabien","USA","Coronavirus","Politik Ausland","2020-04-10T16:19:05.193221+00:00","http://xml.zeit.de/politik/ausland/2020-04/rohoel-foerderbremse-opec-staatengruppe-kuerzung-tagesproduktion","Pandemie","RohÃ¶l","Ã–lfÃ¶rderung","KÃ¼rzung","Tagesproduktion","Staatengruppe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5114","Mohammed bin Salman","Saudi-Arabien","Monarchie","Coronavirus","Pilgerfahrt","Mekka","no","2020-04-11T07:55:53.068354+00:00","http://xml.zeit.de/politik/ausland/2020-04/saudi-arabien-coronavirus-epidemie-koenigsfamilie-hadsch","KÃ¶nigsfamilie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5115","Coronavirus","Social Distancing","Partnerschaft","SexualitÃ¤t","Single","Stress","no","2020-04-10T16:02:43.956743+00:00","http://xml.zeit.de/wissen/gesundheit/2020-04/stress-coronavirus-social-distancing-jobangst-kontaktverbot-coronavirus-sexpodcast","Pandemie","Ostern","QuarantÃ¤ne","Jobangst","Kontaktverbot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5116","Berlin","Musik","SelbststÃ¤ndigkeit","Social Distancing","Coronavirus","Clubszene","no","2020-04-10T15:57:31.031936+00:00","http://xml.zeit.de/kultur/musik/2020-04/united-we-stream-berliner-clubszene-dj-sets-livestream","Livestream","Clubkultur","Spendenaufruf","AusgangsbeschrÃ¤nkung","Ausgehkultur",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5117","Coronavirus","Social Distancing","QuarantÃ¤ne","Rhabarber","Obstkuchen","Rezept","yes","2020-04-10T14:24:24.689632+00:00","http://xml.zeit.de/zeit-magazin/essen-trinken/2020-04/rhabarberstreuselkuchen-polentakuchen-rhabarbergalette-rezept","Kuchen","backen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5118","Coronavirus","Ostern","Social Distancing","Feiertag","Pandemie","Virus","no","2020-04-10T14:19:41.187767+00:00","http://xml.zeit.de/kultur/2020-04/kontaktverbot-corona-familie-ethik-eltern-grosseltern","Risikogruppe","Infektionsschutz","AusgangsbeschrÃ¤nkung","Kontaktverbot","Familienethik","Familie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
